0	92.875426303	29.567118586794454	58.6112066151
1	103.073113866	30.85347966853542	56.8211648814
2	92.875426303	30.61829089884581	60.7959661704
3	87.7007953057	27.818108250297723	57.9957835219
4	87.7007953057	29.30979694266822	59.4874722142
5	89.8752618435	29.842222380840287	60.0198976524
6	90.7009597652	28.17350250737145	58.3511777789
7	92.8966569338	32.943131637138336	62.9575052233
8	99.5933141465	28.968316621039044	55.2839818059
9	90.7009597652	28.058905735073488	57.7020196976
10	90.7003481759	28.636848678610214	57.0668322024
11	90.7009597652	29.922388352872836	59.5655023154
12	98.4987809963	27.42999826150833	53.8551167613
13	88.4845096176	30.59425863238577	60.7719339039
14	88.4845096176	32.50851686580686	63.4690439072
15	94.2274128865	31.528666567458952	62.2856653785
16	92.875426303	30.746324920742342	60.9240001923
17	89.8752618435	29.415159870193698	59.4295334563
18	90.7009597652	32.39628230207411	62.5739575736
19	92.8966569338	32.30589126627179	62.3351605817
20	95.0068227066	29.281090275805912	57.2763152179
21	92.875426303	31.50394846515086	61.6816237367
22	92.3230212921	34.011676407329006	64.9722034487
23	92.8966569338	31.114189012895554	61.2918642845
24	92.875426303	32.06310187889327	62.2407771505
25	90.7009597652	28.762289435104936	58.9399647067
26	87.1325230342	26.961381480732694	57.1390567523
27	92.875426303	33.30084593948504	63.478521211
28	90.7009597652	30.576783536302493	60.2198974989
29	95.0068227066	29.80594041654889	59.9836156881
30	89.8752618435	28.871819714273414	59.0494949858
31	92.0529463486	32.48631624411372	62.6639915157
32	95.0068227066	31.7078876771583	59.6158944052
33	92.875426303	32.22900499440757	62.406680266
34	94.2274128865	31.06687826437268	61.2445535359
35	96.3243144585	27.114715336669825	53.7572804903
36	97.5038783515	31.57725232737952	58.4535354416
37	94.2274128865	30.711749665997367	61.6722767074
38	92.875426303	32.75833603271843	63.7188630741
39	90.7009597652	29.65418987019865	59.8318651418
40	92.875426303	30.723517408073995	61.0954705025
41	90.9584131984	31.79381298357859	62.754340025
42	89.8752618435	32.62509186951676	63.5856189109
43	92.8966569338	29.561476556054174	59.7391518276
44	90.7009597652	29.220156987586886	59.3978322591
45	92.8966569338	32.56571391135418	62.9376670058
46	90.7009597652	29.611618191914868	59.7892934635
47	92.8966569338	30.742682832801428	61.1146359272
48	92.875426303	30.64335824868949	60.8210335203
49	92.8966569338	30.02690100351581	59.6700149661
50	90.7009597652	30.59818051388479	61.3551793249
51	92.875426303	32.31880939881337	63.2793364402
52	86.1271668872	26.573775093787184	56.7514503653
53	91.784651112	33.408843201022535	64.3693702424
54	92.8966569338	31.002894137904196	61.1805694095
55	92.875426303	30.87776730562366	61.0554425772
56	89.8752618435	28.60126351438628	58.7789387859
57	92.8966569338	28.45976702926435	58.6374423008
58	94.0240786318	31.33848341027865	59.6282017492
59	89.8752618435	29.378237347988424	59.7501904424
0	181.413249367	67.8475806066127	92.1671458685
1	187.236035821	74.19154524059802	96.8980229259
2	192.318129867	74.6618265546633	97.3014490763
3	187.236035821	77.63554773374781	103.502669554
4	175.529355896	69.17400442353066	88.8294104697
5	172.021109206	70.00264204389215	96.7653723646
6	178.89155367	69.7281603988804	94.7831728307
7	172.077495478	72.5648419856416	101.917583934
8	189.291570251	68.85390913573461	89.5339190731
9	189.291570251	66.11039465624049	87.5534624106
10	183.890276015	74.51791011319077	91.5556020091
11	173.473821466	73.45848341384311	101.584341486
12	189.291570251	75.18675986889133	98.1162865534
13	186.485389736	65.87574313673689	92.8350030018
14	177.761662671	66.3961293263719	86.5996169689
15	187.236035821	67.6532623706952	90.9688024165
16	189.291570251	66.50818412422913	88.6806989545
17	175.529355896	66.31043599927455	92.0518887603
18	166.095558248	71.29107234567047	99.8519447201
19	187.236035821	74.11411899009767	94.6011984323
20	180.319826638	67.39709772514522	93.3960394353
21	167.24193764	77.48969002038791	100.026540247
22	183.162956907	67.23188450997073	85.368471627
23	170.124260812	75.80585120867046	100.853286734
24	178.495908004	71.01709547720495	91.6403567562
25	168.785611023	72.53263208523632	99.1643930399
26	187.236035821	70.07739093221228	98.847073733
27	166.095558248	75.78085206509851	101.575900975
28	175.529355896	63.52041329917635	86.8319010248
29	183.890276015	73.97698966997581	95.420448423
